name,MMSI,flag,flag translated,GFW vessel type,GFW gear type,hours,vesselId,dataset
Mandy J,367664180,USA,United States of America,Fishing,Trawler,211.64638888888896,3bb7cece7-74fb-e5ee-4a64-e73fdf4960b0,public-global-vessel-identity:v3.0
Western Seas,367384040,USA,United States of America,Fishing,Fishing,190.7430043530555,553183c7f-f587-9091-7ef6-c9f9029ee47c,public-global-vessel-identity:v3.0
Alaska Ocean,368293000,USA,United States of America,Fishing,Trawler,185.49305555555563,1ea00063d-dec8-5259-30ec-4cf48dc1ed09,public-global-vessel-identity:v3.0
American Dynasty,368272000,USA,United States of America,Fishing,Trawler,183.78027777777774,60b6acf5e-e5f7-e7d9-fbd3-e663107983e2,public-global-vessel-identity:v3.0
Northern Eagle,368085000,USA,United States of America,Fishing,Trawler,140.92222222222233,a401e743a-a6e5-5102-c90e-c52bdcadddb1,public-global-vessel-identity:v3.0
Kodiak Enterprise,368038000,USA,United States of America,Fishing,Trawler,140.31447385416672,021512b04-4abb-120f-21bd-47f6d55f8e23,public-global-vessel-identity:v3.0
Sea Storm,367709050,USA,United States of America,Fishing,Trawler,128.04479948305556,618fcf273-3fd9-29c1-ec2b-09ad0f32c254,public-global-vessel-identity:v3.0
Texas Lady,367721920,USA,United States of America,Fishing,Trawler,124.02499999999998,ebe502ca4-4628-80fe-65b0-c5d9b309609d,public-global-vessel-identity:v3.0
Pacific,366207650,USA,United States of America,Fishing,Trawler,115.57545618888885,7656e7e08-8d6f-76a2-9ba1-cc788aac94da,public-global-vessel-identity:v3.0
Majestik,367338320,USA,United States of America,Fishing,Fishing,101.74388888888883,820522402-24fb-c076-2443-21985c2a159d,public-global-vessel-identity:v3.0
Miss-Sarah,368206000,USA,United States of America,Fishing,Trawler,97.4823618777778,450f24d03-3933-5933-177e-956425510f8d,public-global-vessel-identity:v3.0
Starbound,367161000,USA,United States of America,Fishing,Trawler,95.7158333333333,db1cfbee2-29bf-5e3b-e80a-a3a62792749a,public-global-vessel-identity:v3.0
